قابلني,-1
الاحبي,-1
القرعه,-1
المره,-1
المنحوسة,-1
الهرمه,-1
جزمه,-1
جهل,-1
اتق,-1
اتقو,-1
اتقي,-1
اتقي,-1
اتكسف دمك,-1
اتكسفدمكم,-1
اتمسح,-1
البلاط,-1
عبره,-1
اجهل,-1
احترم,-1
اخبط دماغك فالحيط,-1
اخص ,-1
ارحمني بئه,-1
ارمي,-1
اسوء ,-1
اشباه,-1
زباله,-1
اشوف,-1
المصالح,-1
سوابق ,-1
اعداء,-1
اعوذ ,-1
اقر ونزهي,-1
اقل ,-1
البالأرزق,-1
الساكتق شيطاخرس,-1
الطين بله,-1
العب,-1
العوض,-1
الحمرا,-1
الغباء,-1
القضاء علي,-1
يخرب,-1
يلعن,-1
اخزه,-1
تتشك,-1
اختاشماتو,-1
المتاجره,-1
الجحيم,-1
زوال,-1
تستحي فأفعل ماشئت,-1
 استفدت ايه,-1
 غلطان,-1
 مشروخ,-1
 هنتحر,-1
مال امك,-1
ملكيش عازه,-1
انحلال اخلاقي,-1
اهبل برياله,-1
اهدار كرامه,-1
اولالات الادب,-1
بطيخ ,-1
,-1
ايام سوده,-1
أنت انشراح,-1
ايه اللي بتقوله ده,-1
إنتقم يارب,-1
إنسمشروخ ,-1
أنت فين انشراح,-1
أي بطيخ السلام,-1
بالعند,-1
بتا,-1
بتامصلحته,-1
بتامصلحه,-1
بتلاته مليم,-1
بتلحس جزم,-1
بتلعب علي,-1
بتلقح ,-1
بتومصالح,-1
بتومصلحتكم,-1
بتومصلحتهم,-1
بتومصلحه,-1
طعم,-1
محتوي,-1
بخوته,-1
بخيبه,-1
بهدف,-1
بوكسه,-1
بلاش قرف,-1
بن المره,-1
بنت جزمه,-1
بيضحك علي,-1
بيعيد يزيد,-1
بيلحس جزم,-1
بيلقح,-1
بيئه,-1
تاعب نفسه الفاضي,-1
تأنيب ضمير,-1
تبا,-1
تجار دين,-1
تجربه مريره,-1
تحرق الدم,-1
تحرقلي دمي,-1
تحس دمها,-1
تربية شوارع,-1
تشويه السمعه,-1
تصفية حسابات,-1
تصلب الشرايين,-1
تضحك ,-1
تطلعين,-1
تطلعينها,-1
تطلعينو,-1
تعبلي اعصابي,-1
منحط,-1
تقل دم,-1
تقيل قلبي,-1
توب  رب,-1
تيجي علي,-1
تيجي حد,-1
تيجي كرامتك,-1
تيجي نفسك,-1
اخره,-1
ضلفها,-1
ورا,-1
جاتنا نيله حظنا الهباب ,-1
جت دي,-1
جتك القرف,-1
جتك نيله,-1
جتكم القرف,-1
جتكم نيله,-1
جتكالقرف,-1
جتكنيله,-1
جتنا نيله,-1
جتنك خيبه,-1
جتنكم خيبه,-1
جتني خيبه,-1
جتها نيله,-1
جمهوريه الموز,-1
جن جنونه,-1
جن جنونها,-1
جنرسمي,-1
جنون العظمة,-1
جيت الجرح,-1
تجنن,-1
تعل,-1
تكسف,-1
غلط,-1
حافظ,-1
حرام,-1
حرقلي دمي,-1
حسبنا,-1
حسبنا ونعم الوكيل,-1
حموت بغيظي,-1
خطأ فادح,-1
خطوات كبيره للوراء,-1
خيال مآته,-1
خيبه أمل,-1
داهيه تاخدك,-1
دم تقيل,-1
دمه تقيل,-1
دمها تقيل,-1
دمهم تقيل,-1
دموتماسيح ,-1
آخره,-1
تماتش,-1
مستواكم,-1
دهيه تاخدك,-1
دون المستوى,-1
ذمتك استك,-1
ذمتكم استك,-1
ذمته استك,-1
اخطبوط,-1
ياخدك,-1
يخد,-1
يخدك,-1
يخدكم,-1
يخده,-1
يهده,-1
يهدي,-1
يهديك,-1
شمال,-1
رنوه علقه,-1
ريبورت سبام,-1
النيله,-1
ستين نيله,-1
سد نفسي,-1
سعر مجنون,-1
سعر مرتفع,-1
سفك الدماء,-1
سليط اللسان,-1
سوء الاداره,-1
سوء التصرف,-1
سوء الحظ,-1
سوء السلوك,-1
سوء السمعه,-1
سوء الفهم,-1
سوء سلوك,-1
سوء فهم,-1
سيء السمعه,-1
شايل,-1
شر البليه,-1
ضحك ,-1
ضرب الجزم,-1
ضرب تحت الحزام,-1
ضربه قفاه,-1
ضمايرها ماتت,-1
ضمايرهم ماتت,-1
ضميرها ميت,-1
ضيعت وقتي,-1
طابور خامس,-1
طامه كبري,-1
طب بالذمه,-1
طلعين,-1
طلععين,-1
طويل اللسان,-1
الفاضي,-1
عار عليك ,-1
عار عليكم,-1
عامل فيها,-1
عامل نفسه من بنها,-1
عبره لغيرك,-1
عبره لغيره,-1
عبره لغيرهم,-1
عبره,-1
عزبه ابوهم,-1
عقاب رادع,-1
عقالخواجه,-1
الحركرك,-1
جثتنا,-1
جثتي,-1
راسه بطحه,-1
راسه ريشه,-1
عينك تاجر,-1
قلبه مراوح,-1
عليه العوض,-1
عوضنا,-1
غصب,-1
غطيني صوتي,-1
غطيني وصوتي,-1
غلطه عمري,-1
فاكر نفسه ايه,-1
فرخه دايخه,-1
الاحلام,-1
المشمش,-1
نص هدومه,-1
قلب المواجع,-1
قلب علالمواجع,-1
قلب عليكم المواجع,-1
قلب  المواجع,-1
قلبك حجر,-1
قلبكم حجر,-1
قلبي اتحرق,-1
قلبي وجعني,-1
قلشت منك,-1
قله ,-1
حجر,-1
قليل,-1
كابس,-1
كرسي الكلوب,-1
فارغ ,-1
فاضي,-1
تتربي,-1
يتربي,-1
لاضمير,-1
لاعقلانيه,-1
لايمثلني,-1
لبس الحيطه,-1
لبست الحيطه,-1
لبسنا الحيطه,-1
لتقل خيرا التصمت,-1
لعنه الله ,-1
لف ودوران,-1
لقح ,-1
ليه كده,-1
ليه تري هل تري,-1
ليه يعني,-1
ليهم عين,-1
أغلظك,-1
هذا,-1
يصحش,-1
تشرح,1
حلوه,1
حب كتير,1
حبياب قلبي,1
حبيب قلبي,1
حبيبه قلبي,1
حج مبرور,1
حجر الأساس,1
حر طليق,1
حسن السمعه,1
حسن نيه,1
حضن كبير,1
حفظه الله,1
حقك عليا,1
حمد الله السلامه ,1
حمد الله السلامه ,1
حمد الله سلامتك ,1
حمد الله سلامتكم ,1
حموت من الضحك,1
حياه قلبي,1
خلق عالي,1
خلق نبيل,1
ذكريات جميله,1
ذوقك عالي,1
راحه البال,1
راضي عن,1
راضي عنك,1
رافراسنا,1
رب العرش العظيم,1
ربك كريم,1
يحرمني,1
معاك,1
معاكم,1
نفخ صورته,1
يبارك,1
يباركلك,1
يحمي,1
يحميك,1
يديم المحبه,1
يزيد,1
يزيد ويبارك,1
يزيدك,1
يسعدك,1
يفتح عليك,1
يفتح عليه,1
يكتر من,1
يكثر من,1
العسل,1
القمر,1
زياالخير خيرين,1
ساغانم,1
سرعه بديهه,1
سعة الرزق,1
سعي مشكور,1
سكينة الروح,1
سلام نفسي,1
سايدك,1
سمن عسل,1
سميالدعاء,1
سنه حلوه,1
سنه سعيده,1
سهل المنال,1
سوبر ستار,1
سوبر لايك,1
سوبرستار,1
سوبرلايك,1
عيد سعيد,1
عيد مبارك,1
عيد ميلاد مجيد,1
عين العقل,1
عينيه مليانه,1
حياتي,1
متحيز,1
فاعل خير,1
فتح الله عليك,1
فرصه سعيده,1
فلقه القمر,1
فوق الخيال,1
فوق الشبهات,1
الصميم,1
تحسن,1
حفظ الله,1
قلبي,1
قد المسئولية,1
اطعم,1
الذ,1
السما,1
حسن ,1
عنيا,1
نجاح لنجاح,1
منصور باذن الله,1
موفق بأذن الله,1
موفقين بأذن الله,1
ميه ميه,1
نجاح,1
نضف,1
نعتز,1
نور عيني,1
هدوء,1
ههنيئا,1
الخير,1
اصول,1
بختك,1
بختكم,1
بخته,1
حياتي,1
غالي,1
مشرفنا,1
كريم,1
نجم,1
مشرفنا,1
الفرح,1
يتحقق الحلم,1
يجبر بخاطرك,1
يجبر بخاطركم,1
يحقق,1
حلاوتك,1
خير,1
يسعد ايامك,1
يسعد ايامكم,1
يسعد مساك,1
يسعد,1
يسلم,1
يسلم,1
انتباهي,1
يشرح البال,1
يشرح الصدر,1
يشرح القلب,1
يصلح الحال,1
يعطيك العافيه,1
يفرح قلبك ,1
يفوق,1
حافل,1
للتاريخ,1
 انتقام,-1
 خازوق,-1
 قطيع,-1
اباحه,-1
اباحي,-1
اباحيه,-1
اباد,-1
ابادتم,-1
ابالس,-1
ابالسه,-1
ابتزاز,-1
ابتزيتم,-1
ابتلاء,-1
ابشع,-1
ابضن,-1
ابله,-1
الحيوان,-1
الزانيه,-1
الشرموطه,-1
الكلب,-1
اللبوه,-1
المتناكه,-1
الوسخه,-1
سلول,-1
موزه,-1
وسخه,-1
وشين,-1
ابوجهل,-1
ابيتم,-1
ابيح,-1
اتألش,-1
اتأمص,-1
اتبهدل,-1
اتبهدلت,-1
اتبهدلتم,-1
اتجنن,-1
اتجننتم,-1
اتحاكم,-1
اتحبس,-1
اتحبست,-1
اتحبستم,-1
اتحنطر,-1
اتخانق,-1
اتخدعت,-1
اتخدعتم,-1
اتخرستم,-1
اتخمد,-1
اتخمدتم,-1
اتخميت,-1
اتخميتم,-1
اتخنقت,-1
اتخنقتم,-1
اتدبحت,-1
اتدبحتم,-1
اتذل,-1
اتذليتم,-1
اترحل,-1
اترمت,-1
اتريق,-1
اتسجنت,-1
اتسجنتم,-1
اتسحبت,-1
اتسحل,-1
اتسحلت,-1
اتسحلتم,-1
اتسرق,-1
اتسرقت,-1
اتسول,-1
اتشألط ,-1
اتشتم,-1
اتشحور,-1
اتشطف,-1
اتصدم,-1
اتضربوا,-1
اتظلم,-1
اتعذب,-1
اتعذبت,-1
اتعرت,-1
اتعروا,-1
اتعري,-1
اتعس,-1
اتغلب,-1
اتغمس,-1
اتف,-1
اتفرتك,-1
اتفشخ,-1
اتفقست,-1
اتفو,-1
اتقتل,-1
اتقتلوا,-1
اتقمص,-1
اتقهر,-1
اتكبس ,-1
اتكبستم,-1
اتكتم,-1
اتكسرت,-1
اتكسف,-1
اتلم,-1
اتلموا,-1
اتلمي,-1
اتلهي,-1
اتمرمط,-1
اتمرمطت ,-1
اتنيل,-1
اتهانت,-1
اتهبل,-1
اتهبلت,-1
اتهبلتم,-1
اتهد,-1
اتهزأت,-1
اتهزم,-1
اتهمت,-1
اتهمته,-1
اتهمو,-1
اتورط,-1
اتورطتم,-1
اتورطنا,-1
اتوكس,-1
اجبار,-1
اجبرتك,-1
اجبرك,-1
اجبن,-1
اجرام,-1
اجريسف,-1
اجلد,-1
اجهاض,-1
اجهض,-1
اجهل,-1
احا,-1
احباط,-1
احبسو,-1
احبطو,-1
احتجاج,-1
احتجاجيه,-1
احتجاز,-1
احتشاد,-1
احتقار,-1
احتقان,-1
احتقر,-1
احتقرك,-1
احتكار,-1
احتل,-1
احتلال,-1
احتلت,-1
احتيال,-1
احذر,-1
احراقها,-1
احرق,-1
احرمونا,-1
احسنلك,-1
احقر,-1
احلف,-1
احه,-1
احيه,-1
اختطاف,-1
اختطفتم,-1
اختفت,-1
اختلاس,-1
اختلاف,-1
اختناق,-1
اختنق,-1
اخرس,-1
اخرسو,-1
اخرص,-1
اخس,-1
اخسر,-1
اخسئ,-1
اخشي,-1
اخص,-1
اخطا,-1
اخطاء,-1
اخطاؤ,-1
اخطاؤه,-1
اخطائ,-1
اخطر,-1
اخن,-1
اخالقحبه,-1
اخواني,-1
ادعاء,-1
ادغال,-1
ادمان,-1
اذلف,-1
اذي,-1
اراجوز,-1
ارتباك,-1
ارتبك,-1
ارتبكت ,-1
ارحل,-1
ارحم,-1
ارحمنا,-1
ارحمني,-1
ارحمونا,-1
ارحموني ,-1
ارخم,-1
اردح,-1
ارزل,-1
ارعن,-1
ارف,-1
ارفت,-1
ارفض,-1
ارهاب,-1
ارهابي,-1
ارهابيين,-1
ارهاق,-1
ارهقتني,-1
ازدراء,-1
ازعاج,-1
ازعر,-1
ازمات,-1
ازمه,-1
اساء,-1
اساءه,-1
استبحس,-1
استبداد,-1
استبدادي,-1
استبعاد,-1
استحل,-1
استحوا ,-1
استحواذ,-1
استخفاف,-1
استرخصوك,-1
استظراف,-1
استعباد,-1
استعباط,-1
استعمار,-1
استغباء,-1
استغفلو,-1
استغل,-1
استغلال,-1
استغلالي,-1
استفزاز,-1
استفزازيه,-1
استفزتني,-1
استفزني,-1
استكراد,-1
استنزاف,-1
استنطاع,-1
استنكر,-1
استهان,-1
استهانه,-1
استهبال,-1
استهبل,-1
استهتار,-1
استهزاء,-1
استهزائك,-1
استياء,-1
استيلاء,-1
اسراف,-1
اسف,-1
اسفاف,-1
اسفخص,-1
اسفي,-1
اسقاط,-1
اسقط,-1
اسكت,-1
اسوء,-1
اسوا,-1
اسيادك,-1
اشاع,-1
اشتباك,-1
اشتعال,-1
اشتغال,-1
اشتم,-1
اشتمك,-1
اشتمو,-1
اشكالكو,-1
اشمازاز,-1
اشمئزاز,-1
اشمئزازي,-1
اصابه,-1
اصطناع,-1
اصعب,-1
اصفخص,-1
اصمت,-1
اصنام,-1
اصيب,-1
اضراب,-1
اضرب,-1
اضربو,-1
اضطراب,-1
اضطهاد,-1
اضطهد,-1
اضمحلال,-1
اطاح,-1
اطرد,-1
اطرشيت,-1
اطماع,-1
اعاتب ,-1
اعاتبك,-1
اعاتبكم,-1
اعاصير,-1
اعتباط,-1
اعتداء,-1
اعتراض,-1
اعترض,-1
اعتصام,-1
اعتصم,-1
اعتصمت,-1
اعتقال,-1
اعتقل,-1
اعدام,-1
اعدمو,-1
اعذار,-1
اعريك,-1
اعمي,-1
اعور,-1
اعيل,-1
اغباء,-1
اغبي,-1
اغبيا,-1
اغبياء,-1
اغبيه,-1
اغتال,-1
اغتصاب,-1
اغتصب,-1
اغتصبو,-1
اغتيال,-1
اغضب,-1
افاق ,-1
افاك,-1
افتر,-1
افترا,-1
افتراء,-1
افتري,-1
افتعال,-1
افرم,-1
افساد,-1
افسد,-1
افسدت,-1
افشل,-1
افضحو,-1
افلاس,-1
افلس,-1
اقبح,-1
اقتحام,-1
اقتحم,-1
اقذر,-1
اقصاء,-1
اقهرك,-1
اكاذيب,-1
اكتئاب,-1
اكدب,-1
اكذب,-1
اكذوبه,-1
اكره,-1
اكفر,-1
الافتراء,-1
الاقنعه,-1
الانحدار,-1
البلاا,-1
التشاؤم,-1
التعالي ,-1
التعريص ,-1
التفاهه,-1
التواطؤ,-1
التييت,-1
الجفاف,-1
الحاد,-1
الحافي,-1
الرداءه,-1
الركاكه,-1
الزواني,-1
الطم ,-1
العن,-1
العند,-1
الفران,-1
الم,-1
المحلسه,-1
المخانيث,-1
المخلوع,-1
المر,-1
المنظرة,-1
النحس,-1
النصيبه,-1
الواسطه,-1
امثل,-1
امعه,-1
امكو,-1
امنجي,-1
اموت,-1
زعلان,-1
ماحب,-1
ني,-1
نيتك,-1
انبش,-1
انتحار,-1
انتحر,-1
انتحرت,-1
انتش,-1
انتقاد,-1
انتقاض,-1
انتقد,-1
انتقم,-1
انتكاس,-1
انتهاز,-1
انتهازي,-1
انتهاك,-1
انتهكت,-1
انتهي,-1
انجاس,-1
انجرح,-1
انجرحت,-1
انجز,-1
انجس,-1
انحدار,-1
انحدرت,-1
انحراف ,-1
انحطاط,-1
انحلال,-1
اندال,-1
اندل,-1
اندم ,-1
انسحب,-1
انسرق,-1
انشغال,-1
انضرب,-1
انظلم,-1
انفريند,-1
انفصال,-1
انفصام,-1
انفعل,-1
انفلات,-1
انقاض,-1
انقسام,-1
انقطاع,-1
انقلاب,-1
انكار,-1
انكشفت,-1
انهبلت,-1
انهزامي,-1
انهيار,-1
انيل,-1
اهاجم,-1
اهانه,-1
اهانو,-1
اهبل,-1
اهدار,-1
اهدارا,-1
اهطل,-1
اهمال,-1
اهمد,-1
اوباش,-1
اوبئه,-1
اوساخ,-1
اوسخ,-1
اوع,-1
اوعا,-1
اوعوا,-1
اوفر,-1
الوسخه,-1
اولعلكم ,-1
اومك,-1
اونطجي,-1
اونطه,-1
اياكم,-1
ايدز,-1
ايذائ,-1
ايذائه,-1
ايهالجديد,-1
ايهانه,-1
إذلال,-1
إيذاء,-1
أبغض,-1
أخفق,-1
أخفقت ,-1
أسائت ,-1
ألاعيب,-1
باحتقرك,-1
بارد,-1
باطل,-1
باظ,-1
باظت,-1
باع,-1
باعو,-1
باكابورت,-1
بالدرا,-1
بالعافيه ,-1
بانجو,-1
باهظ,-1
بايخ,-1
بايظ,-1
بائد,-1
بائس,-1
بتاكلك,-1
بتبجح,-1
بضان,-1
بتبلطج,-1
بتبهدل,-1
بتبوظ,-1
بتتبلا,-1
بتتحرق,-1
بتترعبو,-1
بتتساخف,-1
بتتسحل,-1
بتتسرق,-1
بتتشتم,-1
بتتشطر,-1
بتتضرب,-1
بتتظاهر,-1
بتتفقع,-1
بتتكسر,-1
بتتناك,-1
بتتهدم,-1
بتجوع,-1
بتحرض,-1
بتحشش,-1
بتخاف,-1
بتخر,-1
بتخرب,-1
بتخون,-1
بتذل,-1
بتريل,-1
بتزعق,-1
بتستظرف,-1
بتستعدي,-1
بتستفزني,-1
بتستهبلو,-1
بتشتم,-1
بتشتمو,-1
بتصرخ,-1
بتضايقك,-1
بتضرب,-1
بتضيع,-1
بتعاير,-1
بتغابي,-1
بتقل,-1
بتقهر,-1
بتكدب,-1
بتكره,-1
بتموت,-1
بتنجس,-1
بتهاجم,-1
بتهاجمك,-1
بتهرتل,-1
بتهيج,-1
بتوجع,-1
بتولع,-1
بثر,-1
بجاحتك,-1
بجاحه,-1
بجح,-1
بجحه,-1
بجم,-1
بجهل,-1
بحجه,-1
بحزرك,-1
بخبث,-1
بخيل,-1
بدانه,-1
بدعه,-1
بدمار,-1
بدين,-1
بذاء,-1
بذائه,-1
بذمتك,-1
بذمتكو,-1
بذيء,-1
بذيئ,-1
بذئ,-1
برجوازي,-1
بردعه,-1
برسيم,-1
برشم,-1
برطع,-1
برطعو,-1
برطوش,-1
برياله,-1
بزمتك,-1
بسب,-1
بسباب,-1
بستغرب,-1
بشاعه,-1
بشتم,-1
بشتيمتك,-1
بشع,-1
بض,-1
بضن,-1
بضيع,-1
بطاله,-1
بطش,-1
بطئ,-1
بظرميط,-1
بظلمك,-1
بعبع,-1
بعزق,-1
بعيب,-1
بعيط,-1
بغال,-1
بغباؤه,-1
بغدر,-1
بغضا,-1
بغل,-1
بغيض,-1
بغيظ,-1
بغيظكم,-1
بفتات,-1
بق,-1
بقتلو,-1
بقر,-1
بكاء,-1
بكرهك,-1
بكي,-1
بكيتك ,-1
بلاء,-1
بلاغ,-1
بلاغات,-1
بلالا,-1
بلاهه,-1
بلاوي,-1
بلط,-1
بلطج,-1
بلطجه,-1
بلطجي,-1
بلطجيه,-1
بلع,-1
بلهاء,-1
بلوك,-1
بلوم,-1
بليد,-1
بمراره,-1
المتناكه,-1
بنتريق,-1
بنتسحل,-1
كلب,-1
بنتعر,-1
بنحرق,-1
بنخاف,-1
بندمر,-1
بنركبك,-1
بنزيف,-1
بنشتم,-1
بنضرب,-1
بنعاير,-1
بنعقد,-1
بنفضح,-1
بنكذب,-1
بنكرهك,-1
بننتقض,-1
بننسي,-1
بهاايم,-1
بهايم,-1
بهائم,-1
بهتان,-1
بهت,-1
بهدل,-1
بهدلتو,-1
بهدلتوهم,-1
بهدله,-1
بهرجه,-1
بهوس,-1
بهيم,-1
بهيمه,-1
بواختك,-1
بوذ,-1
بوشين,-1
بوظ,-1
بوظتم,-1
بؤس,-1
بؤساء,-1
بيتجنن,-1
بيتروق,-1
بيتريق,-1
بيتريق,-1
بيتشتم,-1
بيتشطف,-1
بيتظاهروا,-1
بيتعاط,-1
بيتعصب,-1
بيتعل,-1
بيتقتل,-1
بيتنطط,-1
بيتنك,-1
بيتهبل,-1
بيحبسهم,-1
بيحبط,-1
بيحبطن,-1
بيحتل,-1
بيحذرو,-1
بيحرض,-1
بيحشش,-1
بيخطفو,-1
بيخطئ,-1
بيردوش,-1
بيروقراطيه,-1
بيزعق,-1
بيستعدي,-1
بيستغل,-1
بيستفزني,-1
بيستهبل,-1
بيستهبلو,-1
بيشتم ,-1
بيشتمك,-1
بيشتموك,-1
بيشمت,-1
بيصيع,-1
بيصيعو,-1
بيضربو,-1
بيطرش,-1
بيظبط,-1
بيعاير,-1
بيعيط,-1
بيغظ,-1
بيغلط,-1
بيفرق,-1
بيقبض,-1
بيقبضو,-1
بيقبضوك,-1
بيقهر,-1
بيكابر,-1
بيكاكي,-1
بيكدب,-1
بيكذب,-1
بيلطش,-1
بيموتو,-1
بيموتوا,-1
بيناضل,-1
بينتحل,-1
بينداس,-1
بيهبلو,-1
بيهجص,-1
بيهدد,-1
بيهرب,-1
بيهرتل,-1
بيهري,-1
بيهش,-1
بيهفلت,-1
بيهلفط,-1
بيهيج,-1
تافه,-1
تافهه,-1
تاكلك,-1
تايه,-1
تايهه,-1
